"codigo","TUSS","TUSSxRol","procedimento","RN","Vigencia","OD","AMB","HCO","HSO","PAC","DUT","subgrupo","grupo","capitulo"
40702049,"Cintilografia para detecção de hemorragia digestória ativa","SIM","CINTILOGRAFIA PARA DETECÇÃO DE HEMORRAGIA DIGESTÓRIA",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"DIGESTIVO - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40702057,"Cintilografia para detecção de hemorragia digestória não ativa","SIM","CINTILOGRAFIA PARA DETECÇÃO DE HEMORRAGIA DIGESTÓRIA",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"DIGESTIVO - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40702065,"Cintilografia para determinação do tempo de esvaziamento gástrico","SIM","CINTILOGRAFIA PARA DETERMINAÇÃO DO TEMPO DE ESVAZIAMENTO GÁSTRICO",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"DIGESTIVO - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40702073,"Cintilografia para estudo de trânsito esofágico (líquidos)","SIM","CINTILOGRAFIA PARA ESTUDO DE TRÂNSITO ESOFÁGICO (LÍQUIDOS E SEMI-SÓLIDOS)",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"DIGESTIVO - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40702081,"Cintilografia para estudo de trânsito esofágico (semi-sólidos)","SIM","CINTILOGRAFIA PARA ESTUDO DE TRÂNSITO ESOFÁGICO (LÍQUIDOS E SEMI-SÓLIDOS)",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"DIGESTIVO - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40702090,"Cintilografia para pesquisa de divertículo de Meckel","SIM","CINTILOGRAFIA PARA PESQUISA DE DIVERTÍCULO DE MECKEL",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"DIGESTIVO - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40702103,"Cintilografia para pesquisa de refluxo gastro-esofágico","SIM","CINTILOGRAFIA PARA PESQUISA DE REFLUXO GASTRO-ESOFÁGICO",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"DIGESTIVO - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40702111,"Fluxo sanguíneo hepático (qualitativo e quantitativo)","SIM","FLUXO SANGUÍNEO HEPÁTICO (QUALITATIVO E QUANTITATIVO)",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"DIGESTIVO - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40702120,"Absorção de gorduras","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40702138,"Perdas proteicas","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40702146,"Cintilografia, receptores da Somatostatina com lutécio - 177","SIM","CINTILOGRAFIA COM ANÁLOGO DE SOMATOSTATINA",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"ONCOLOGIA / INFECTOLOGIA - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40703010,"Cintilografia da tireóide e/ou captação (iodo - 123)","SIM","CINTILOGRAFIA DA TIREÓIDE E/OU CAPTAÇÃO (IODO - 131 OU 123)",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"ENDÓCRINO - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40703029,"Cintilografia da tireóide e/ou captação (iodo - 131)","SIM","CINTILOGRAFIA DA TIREÓIDE E/OU CAPTAÇÃO (IODO - 131 OU 123)",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"ENDÓCRINO - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40703037,"Cintilografia da tireóide e/ou captação (tecnécio - 99m TC)","SIM","CINTILOGRAFIA DA TIREÓIDE E/OU CAPTAÇÃO (TECNÉCIO - 99M TC)",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"ENDÓCRINO - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40703045,"Cintilografia das paratireóides","SIM","CINTILOGRAFIA DAS PARATIREÓIDES",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"ENDÓCRINO - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40703053,"Cintilografia de corpo inteiro para pesquisa de metástases (PCI)","SIM","CINTILOGRAFIA DE CORPO INTEIRO PARA PESQUISA DE METÁSTASES (PCI)",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"ENDÓCRINO - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40703061,"Teste de estímulo com TSH recombinante","SIM","TESTE DE ESTÍMULO COM TSH RECOMBINANTE",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"ENDÓCRINO - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40703070,"Teste de supressão da tireóide com T3","SIM","TESTE DE SUPRESSÃO DA TIREÓIDE COM T3",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"ENDÓCRINO - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40703088,"Teste do perclorato","SIM","TESTE DO PERCLORATO",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"ENDÓCRINO - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40703096,"Cintilografia de corpo inteiro com metaiodobenzilguandina - iodo-123","SIM","TESTE DE SUPRESSÃO DA TIREÓIDE COM T3",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"ENDÓCRINO - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40703100,"Cintilografia de corpo inteiro com MIBI marcada com tecnécio - 99m","SIM","TESTE DO PERCLORATO",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"ENDÓCRINO - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40704017,"Cintilografia renal dinâmica","SIM","CINTILOGRAFIA RENAL DINÂMICA",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"GENITURINÁRIO - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40704025,"Cintilografia renal dinâmica com diurético","SIM","CINTILOGRAFIA RENAL DINÂMICA COM DIURÉTICO OU INIBIDOR DA ECA",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"GENITURINÁRIO - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40704033,"Cintilografia renal estática (quantitativa ou qualitativa)","SIM","CINTILOGRAFIA RENAL ESTÁTICA (QUANTITATIVA OU QUALITATIVA)",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"GENITURINÁRIO - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40704041,"Cintilografia testicular (escrotal)","SIM","CINTILOGRAFIA TESTICULAR (ESCROTAL)",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"GENITURINÁRIO - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40704050,"Cistocintilografia direta","SIM","CISTOCINTILOGRAFIA DIRETA",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"GENITURINÁRIO - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40704068,"Cistocintilografia indireta","SIM","CISTOCINTILOGRAFIA INDIRETA",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"GENITURINÁRIO - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40704076,"Determinação da filtração glomerular","SIM","DETERMINAÇÃO DA FILTRAÇÃO GLOMERULAR",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"GENITURINÁRIO - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40704084,"Determinação do fluxo plasmático renal","SIM","DETERMINAÇÃO DO FLUXO PLASMÁTICO RENAL",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"GENITURINÁRIO - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40704092,"Renograma","SIM","CINTILOGRAFIA RENAL DINÂMICA COM DIURÉTICO OU INIBIDOR DA ECA",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"GENITURINÁRIO - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40705013,"Cintilografia do sistema retículo-endotelial (medula óssea)","SIM","CINTILOGRAFIA DO SISTEMA RETÍCULO-ENDOTELIAL (MEDULA ÓSSEA)",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"HEMATOLÓGICO - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40705021,"Demonstração do sequestro de hemácias pelo baço","SIM","DEMONSTRAÇÃO DO SEQÜESTRO DE HEMÁCIAS PELO BAÇO",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"HEMATOLÓGICO - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40705030,"Determinação da sobrevida de hemácias","SIM","DETERMINAÇÃO DA SOBREVIDA DE HEMÁCIAS",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"HEMATOLÓGICO - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40705048,"Determinação do volume eritrocitário","SIM","DETERMINAÇÃO DO VOLUME ERITROCITÁRIO",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"HEMATOLÓGICO - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40705056,"Determinação do volume plasmático","SIM","DETERMINAÇÃO DO VOLUME PLASMÁTICO",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"HEMATOLÓGICO - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40705064,"Teste de absorção de vitamina B12 com cobalto - 57 (teste de Schilling)","SIM","TESTE DE ABSORÇÃO DE VITAMINA B12 COM COBALTO - 57 (TESTE DE SCHILLING)",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"HEMATOLÓGICO - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40706010,"Cintilografia óssea (corpo total)","SIM","CINTILOGRAFIA ÓSSEA (CORPO TOTAL)",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"MÚSCULO - ESQUELÉTICO - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40706028,"Fluxo sanguíneo ósseo","SIM","FLUXO SANGÜÍNEO ÓSSEO",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"MÚSCULO - ESQUELÉTICO - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40707016,"Cintilografia cerebral","SIM","CINTILOGRAFIA CEREBRAL",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"NERVOSO - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40707024,"Cintilografia cerebral com FDG-18 F, em câmara hibrída","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40707032,"Cintilografia de perfusão cerebral","SIM","CINTILOGRAFIA DE PERFUSÃO CEREBRAL",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"NERVOSO - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40707040,"Cisternocintilografia (inclui estudo do trânsito liquórico)","SIM","ESTUDO DO TRÂNSITO LIQUÓRICO",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"NERVOSO - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40707040,"Cisternocintilografia (inclui estudo do trânsito liquórico)","SIM","CISTERNOCINTILOGRAFIA",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"NERVOSO - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40707059,"Cisternocintilografia para pesquisa de fístula liquórica","SIM","CISTERNOCINTILOGRAFIA PARA PESQUISA DE FÍSTULA LIQUÓRICA",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"NERVOSO - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40707067,"Fluxo sanguíneo cerebral","SIM","FLUXO SANGUÍNEO CEREBRAL",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"NERVOSO - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40707075,"Mielocintilografia","SIM","MIELOCINTILOGRAFIA",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"NERVOSO - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40707083,"Ventrículo-cintilografia","SIM","VENTRÍCULO-CINTILOGRAFIA",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"NERVOSO - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40707091,"Cintilografia de perfusão cerebral para avaliação de transportadores de dopamina","SIM","CINTILOGRAFIA DE PERFUSÃO CEREBRAL PARA AVALIAÇÃO DE TRANSPORTADORES DE DOPAMINA (COM DIRETRIZ DE UTILZAÇÃO)",NA,NA,NA,"AMB","HCO","HSO","PAC","118","NERVOSO - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40708012,"Cintilografia com análogo de somatostatina","SIM","CINTILOGRAFIA COM ANÁLOGO DE SOMATOSTATINA",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"ONCOLOGIA / INFECTOLOGIA - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40708020,"Cintilografia com gálio-67","SIM","CINTILOGRAFIA COM GÁLIO-67",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"ONCOLOGIA / INFECTOLOGIA - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40708039,"Cintilografia com leucócitos marcados","SIM","CINTILOGRAFIA COM LEUCÓCITOS MARCADOS",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"ONCOLOGIA / INFECTOLOGIA - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40708047,"Cintilografia com MIBG (metaiodobenzilguanidina)","SIM","CINTILOGRAFIA COM MIBG (METAIODOBENZILGUANIDINA)",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"ONCOLOGIA / INFECTOLOGIA - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40708055,"Cintilografia de corpo total com FDG-18 F, em câmara híbrida","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40708063,"Cintilografia de mama (bilateral)","SIM","CINTILOGRAFIA DE MAMA",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"ONCOLOGIA / INFECTOLOGIA - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40708071,"Demarcação radioisotópica de lesões tumorais","SIM","DEMARCAÇÃO RADIOISOTÓPICA DE LESÕES TUMORAIS",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"ONCOLOGIA / INFECTOLOGIA - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40708080,"Detecção intraoperatória radioguiada de lesões tumorais","SIM","DETECÇÃO INTRAOPERATÓRIA RADIOGUIADA DE LESÕES TUMORAIS",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"ONCOLOGIA / INFECTOLOGIA - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40708098,"Detecção intraoperatória radioguiada de linfonodo sentinela","SIM","DETECÇÃO INTRAOPERATÓRIA RADIOGUIADA DE LINFONODO SENTINELA",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"ONCOLOGIA / INFECTOLOGIA - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40708101,"Linfocintilografia","SIM","LINFOCINTILOGRAFIA",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"ONCOLOGIA / INFECTOLOGIA - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40708110,"Quantificação da captação pulmonar com gálio-67","SIM","QUANTIFICAÇÃO DA CAPTAÇÃO PULMONAR COM GÁLIO-67",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"ONCOLOGIA / INFECTOLOGIA - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40708128,"PET dedicado oncológico","SIM","PET-CT ONCOLÓGICO (COM DIRETRIZ DE UTILIZAÇÃO)",NA,NA,NA,"AMB",NA,NA,"PAC","60","ONCOLOGIA / INFECTOLOGIA - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40708136,"PET CT neurológico com FDG","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40709019,"Cintilografia para detecção de aspiração pulmonar","SIM","CINTILOGRAFIA PARA DETECÇÃO DE ASPIRAÇÃO PULMONAR",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"RESPIRATÓRIO -  IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40709027,"Cintilografia pulmonar (inalação)","SIM","CINTILOGRAFIA PULMONAR (INALAÇÃO)",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"RESPIRATÓRIO -  IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40709035,"Cintilografia pulmonar (perfusão)","SIM","CINTILOGRAFIA PULMONAR (PERFUSÃO)",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"RESPIRATÓRIO -  IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40710017,"Sessão médica para planejamento técnico de radioisotopoterapia","SIM","CONSULTA MÉDICA",NA,NA,NA,"AMB",NA,NA,NA,NA,"CONSULTAS, VISITAS HOSPITALARES OU ACOMPANHAMENTO DE PACIENTES","PROCEDIMENTOS GERAIS","PROCEDIMENTOS GERAIS"
40710025,"Tratamento com metaiodobenzilguanidina (MIBG)","SIM","TRATAMENTO COM METAIODOBENZILGUANIDINA (MIBG)",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"TERAPIA - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40710033,"Tratamento da policitemia vera","SIM","TRATAMENTO DA POLICITEMIA VERA",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"TERAPIA - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40710041,"Tratamento de câncer da tireóide","SIM","TRATAMENTO DE CÂNCER DA TIREÓIDE",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"TERAPIA - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40710050,"Tratamento de hipertireoidismo-bócio nodular tóxico (Graves)","SIM","TRATAMENTO DE HIPERTIREOIDISMO-BÓCIO NODULAR TÓXICO (GRAVES)",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"TERAPIA - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40710068,"Tratamento de hipertireoidismo-bócio nodular tóxico (Plummer)","SIM","TRATAMENTO DE HIPERTIREOIDISMO-BÓCIO NODULAR TÓXICO (PLUMMER)",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"TERAPIA - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40710076,"Tratamento de metástases ósseas (estrôncio-90)","SIM","TRATAMENTO DE DOR ÓSSEA CAUSADA POR METÁSTASE COM SAMÁRIO-136 OU ESTRÔNCIO-90",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"TERAPIA - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40710084,"Tratamento de metástases ósseas (samário-153)","SIM","TRATAMENTO DE DOR ÓSSEA CAUSADA POR METÁSTASE COM SAMÁRIO-136 OU ESTRÔNCIO-90",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"TERAPIA - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40710092,"Tratamento de tumores neuroendócrinos","SIM","TRATAMENTO DE TUMORES NEUROENDÓCRINOS",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"TERAPIA - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40710106,"Controle após terapia com lutécio","SIM","TRATAMENTO DE DOR ÓSSEA CAUSADA POR METÁSTASE COM SAMÁRIO-136 OU ESTRÔNCIO-90",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"TERAPIA - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40710114,"Tratamento de metástases ósseas com isótopos alfa emissor - planejamento e 1º dia de tratamento","SIM","QUIMIOTERAPIA SISTÊMICA",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"MÉTODOS INTERVENCIONISTAS  DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40710114,"Tratamento de metástases ósseas com isótopos alfa emissor - planejamento e 1º dia de tratamento","SIM","TERAPIA ONCOLÓGICA - PLANEJAMENTO",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"TERAPÊUTICA","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
40710122,"Tratamento de metástases ósseas com isótopos alfa emissor - por dia de atendimento (até o início do próximo ciclo - intervalo de 4 a 8 semanas)","SIM","QUIMIOTERAPIA SISTÊMICA",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"MÉTODOS INTERVENCIONISTAS  DIAGNÓSTICOS E TERAPÊUTICOS POR IMAGEM","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40710122,"Tratamento de metástases ósseas com isótopos alfa emissor - por dia de atendimento (até o início do próximo ciclo - intervalo de 4 a 8 semanas)","SIM","TERAPIA ONCOLÓGICA - PLANEJAMENTO",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"TERAPÊUTICA","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES"
40711013,"Dacriocintilografia","NÃO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40711021,"Imunocintilografia (anticorpos monoclonais)","SIM","IMUNOCINTILOGRAFIA (ANTICORPOS MONOCLONAIS)",NA,NA,NA,"AMB","HCO","HSO","PAC",NA,"OUTROS - IN VIVO","MEDICINA NUCLEAR","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40801012,"RX - Crânio - 2 incidências","SIM","RADIOGRAFIA DE CRÂNIO",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40801020,"RX - Crânio - 3 incidências","SIM","RADIOGRAFIA DE CRÂNIO",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40801039,"RX - Crânio - 4 incidências","SIM","RADIOGRAFIA DE CRÂNIO",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40801047,"RX - Orelha, mastóides ou rochedos - bilateral","SIM","RADIOGRAFIA DE ORELHA, MASTÓIDES OU ROCHEDOS",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40801055,"RX - Órbitas - bilateral","SIM","RADIOGRAFIA DE ÓRBITAS",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40801063,"RX - Seios da face","SIM","RADIOGRAFIA DE SEIOS DA FACE",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
40801071,"RX - Sela túrcica","SIM","RADIOGRAFIA DE SELA TÚRCICA",NA,NA,NA,"AMB","HCO","HSO",NA,NA,"RADIOGRAFIAS","MÉTODOS DIAGNÓSTICOS POR IMAGEM","PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS"
